gene	aRRA	p_value	significant	# sgRNAs	# signif. sgRNAs	mean	std	cat
Lsm11__1	0.0018479579197984	0.0023	True	5	4	-2.300579883751033	0.8496205061245873	Significant
Kansl3__1	0.0018615373898093	0.0023	True	10	5	-0.8081466650198464	0.18053319359615255	Significant
Cd2ap__1	0.0018702235647656	0.0024	True	10	5	-1.3240152036547683	0.4456745440474899	Significant
Plk1__1	0.0018710566326708	0.0024	True	5	4	-1.5203426134104665	1.1720005922529155	Significant
LOC100763175__1	0.0018780406966878	0.0024	True	5	3	-1.70996531842527	1.621169883502301	Significant
Tlk2__1	0.0018796520423531	0.0024	True	5	4	-1.8617443977132118	0.14863969749288947	Significant
Atp2a2__1	0.0019112123952376	0.0024	True	5	5	-2.3706873481797475	0.7190472358337586	Significant
Srp72__1	0.0019176978587626	0.0024	True	5	3	-1.2032704976763635	0.5746989351153545	Significant
Katnb1__1	0.001927031669501	0.0024	True	5	5	-2.150760016991661	1.1929946429212095	Significant
Ice1__1	0.0019319389149362	0.0024	True	5	5	-1.4861160645574791	0.866634941966118	Significant
Setdb1__1	0.0019351724583562	0.0024	True	5	3	-1.90186745122319	0.3204708330210037	Significant
Utp4__1	0.0019370244948241	0.0024	True	5	3	-1.753689801741613	0.0980640608675957	Significant
Hacd2__1	0.0019494016108317	0.0024	True	5	3	-1.959181454169485	0.17257999338260147	Significant
Commd5__1	0.0019514531215554	0.0024	True	5	4	-2.5526583938016247	0.48447286523917343	Significant
Dhfr__1	0.0019633887603111	0.0024	True	5	3	-1.6910889980587847	0.6138083675601193	Significant
Heatr3__1	0.0019656042895612	0.0024	True	5	4	-2.267874755732278	0.5505295970984736	Significant
Fignl1__1	0.0019660071671831	0.0024	True	5	4	-1.597123750238352	0.2962371010845047	Significant
LOC100762735__1	0.0019675024195889	0.0024	True	4	4	-2.4533086944005578	0.7599727540002756	Significant
Smg7__1	0.0019726945762775	0.0024	True	5	4	-1.5328917007373788	0.1266826621287546	Significant
Eny2__1	0.0019758778113219	0.0024	True	5	3	-2.1622993530420014	0.304651843543244	Significant
Nars2__1	0.0019837102988324	0.0024	True	5	3	-1.8901064378372108	0.8272621418130144	Significant
Rpia__1	0.0019855942347538	0.0024	True	5	4	-2.5704559225411048	0.40595244795872554	Significant
LOC100769662__1	0.0019911104982307	0.0024	True	4	4	-2.1506279225263447	0.8546427422864618	Significant
Tjap1__1	0.0019964187151074	0.0024	True	10	5	-0.9493010888728084	0.1937821925767405	Significant
Med4__1	0.0019966003408891	0.0024	True	5	3	-1.722546079180021	0.525721008338917	Significant
Tm9sf2__1	0.0020008679127905	0.0024	True	5	4	-2.1228298710209716	0.6949257805518587	Significant
LOC100756085__1	0.0020057513239248	0.0024	True	5	3	-1.4000976816759907	0.34205056219923524	Significant
Nfyc__1	0.0020104407142665	0.0024	True	5	5	-1.3508267372881848	0.27905564036975933	Significant
Brf2__1	0.002037201478531	0.0025	True	5	3	-1.9807382808178806	0.4056848946993734	Significant
Kat2a__1	0.002037201478531	0.0025	True	5	3	-1.5570058345840667	0.47902444781994485	Significant
Mrpl52__1	0.00204199514246	0.0025	True	5	3	-2.127645152594597	0.3561519316393903	Significant
Gps2__1	0.0020527478948288	0.0026	True	5	4	-1.3217505817514206	0.33330880923214157	Significant
Zbtb17__1	0.0020528886082873	0.0026	True	5	3	-1.7960954832034066	0.2192278177662984	Significant
Chordc1__1	0.0020547927188715	0.0026	True	5	4	-1.7687303644356054	0.5068090030432089	Significant
Aacs__1	0.0020773867536795	0.0027	True	6	4	-1.8857025418686875	0.3461893131519526	Significant
Trmt6__1	0.0020815146942925	0.0027	True	5	4	-1.7308247143710969	0.32519334226483854	Significant
Pc__1	0.002082559144079	0.0027	True	5	3	-1.6189766680036561	0.5185407449593007	Significant
Cep57__1	0.0020855582764817	0.0027	True	5	4	-2.695940620184894	0.37034093364659737	Significant
Psmb2__1	0.002088494540286	0.0027	True	5	4	-1.5744725417935954	0.5252523177745724	Significant
Taf12__1	0.0021139338637186	0.0027	True	10	5	-1.0097677903854265	0.1658511941904377	Significant
Pgd__1	0.0021170976037511	0.0027	True	5	3	-2.1131508221104998	0.8321153078841719	Significant
Trmt10c__1	0.0021272701556103	0.0027	True	5	3	-2.110978119463738	0.6244796041095919	Significant
Gpkow__1	0.0021299006094182	0.0027	True	5	3	-2.0758247326418093	0.6936154728276808	Significant
Exosc3__1	0.0021299006094182	0.0027	True	5	3	-2.110978119463738	0.8202858142513275	Significant
Cdk1__1	0.0021549981531423	0.0027	True	5	3	-1.8884208510188718	0.7296447666846184	Significant
Nubp1__1	0.0021566561840655	0.0027	True	5	3	-1.8553382011446806	0.2872622683835931	Significant
Utp18__1	0.002159432695271	0.0027	True	5	5	-1.8731331459002032	0.5414894707873983	Significant
Tada3|Ogg1	0.002159974796816	0.0027	True	5	3	-1.6507407245637549	0.3767912256761429	Significant
Skiv2l__1	0.0021638002508747	0.0027	True	8	5	-1.1172463114113291	0.2790219998263057	Significant
Rnaseh1__1	0.0021776202934922	0.0027	True	5	3	-1.5779977196175943	0.6709781382876773	Significant
Tmem69__1	0.0021805054308226	0.0027	True	5	5	-1.574200524757495	0.5046471352546014	Significant
Slc38a2__1	0.0021928960794154	0.0027	True	5	4	-2.105652860973736	0.38385256674729346	Significant
Chek1__1	0.0022018889722847	0.0027	True	5	3	-2.4268917257101945	0.20536154092339762	Significant
Mrpl4__1	0.0022042224658187	0.0027	True	5	5	-1.9864490947598485	0.17118115220236793	Significant
LOC100755487__1	0.0022106734378683	0.0027	True	5	5	-2.7894693702009916	0.7102796456547346	Significant
Men1__1	0.0022121738394951	0.0027	True	5	5	-2.1914383275595215	0.5023623623045432	Significant
Rfc3__1	0.0022124704459067	0.0027	True	5	3	-2.50799568106213	0.7332937569486963	Significant
LOC100767706__1	0.0022378049613342	0.0027	True	5	4	-1.5478692393615237	0.3604556901816951	Significant
Anxa6__1	0.0022593528688548	0.0027	True	10	5	-0.41000805723252065	0.264798289361509	Significant
Uxs1__1	0.0022778701296305	0.0027	True	5	4	-2.4769897484282817	0.1422025630196015	Significant
Ttc4__1	0.0022872770871709	0.0027	True	5	4	-1.646597258439021	0.5263735588169026	Significant
Znhit3__1	0.0022936193136382	0.0027	True	5	4	-2.236086455727166	0.2723419741055493	Significant
Rbm19__1	0.0022944938350278	0.0027	True	5	5	-1.697779525330112	0.46128816795486943	Significant
Dcaf13__1	0.0022992158118141	0.0027	True	5	4	-2.1843241560714755	0.38976165684941505	Significant
Taf8__1	0.0023017205176545	0.0027	True	5	4	-2.1463666175199263	0.34665653692808013	Significant
Ino80__1	0.0023156418614863	0.0027	True	5	3	-1.5874283812099215	0.16147719352902884	Significant
Polr2f__1	0.0023181909737392	0.0027	True	5	4	-1.5046313323105756	0.8906975075343783	Significant
Amt__1	0.0023295519621246	0.0027	True	10	5	-0.5436834889889878	0.1395536780391101	Significant
Dtl__1	0.0023302504352806	0.0027	True	5	4	-2.532508649222866	0.9072837425828211	Significant
Tti1__1	0.0023327804513538	0.0027	True	5	4	-2.1894280290537975	0.9148141752552927	Significant
Slc7a6os__1	0.0023434854613645	0.0027	True	5	4	-1.9950921143841365	0.7888418598415137	Significant
Dnajb12__1	0.0023514186919583	0.0028	True	5	5	-1.447362982461412	0.23781663379114526	Significant
Ddx6__1	0.0023542272727325	0.0028	True	5	4	-1.7253711591748846	0.33626267707707	Significant
Mecr__1	0.0023573436248385	0.0028	True	5	4	-1.5177508620097901	0.6418732763072473	Significant
Pcf11__1	0.0023694256157209	0.003	True	5	4	-2.3687012350140235	0.21630795091818214	Significant
Smim1__1	0.0023809577752039	0.0031	True	5	4	-2.124683416368466	0.2269587309783275	Significant
Nrf1__1	0.0023901604846459	0.0031	True	5	3	-1.8104770623216988	0.6677109637083146	Significant
Stx18__1	0.0023992870703016	0.0032	True	5	4	-1.5709536063220264	0.13704418443990468	Significant
Gtf2f2__1	0.0024012982378225	0.0032	True	5	4	-1.7633109323402192	0.518985582432567	Significant
Gmps__1	0.0024067634947605	0.0032	True	5	4	-2.012978280033859	0.6054085215384323	Significant
Lmnb1__1	0.0024072516461728	0.0032	True	5	3	-1.808224004736284	0.42797600697401444	Significant
LOC103162633__1	0.0024082025293151	0.0032	True	5	4	-2.623406281612522	0.4833915451071469	Significant
Ep400__1	0.0024090366465793	0.0032	True	5	3	-1.9362522662098913	0.3943602340735674	Significant
Ranbp3__1	0.0024129335071834	0.0032	True	5	5	-2.253091388138231	0.49037965099499436	Significant
Mrpl39__1	0.0024188776892305	0.0032	True	5	4	-1.7664300691826722	0.20471997367798886	Significant
Ppia__1	0.0024351010171119	0.0032	True	5	4	-1.2650068548670943	0.28009052520177724	Significant
Ythdf2__1	0.002438878788465	0.0032	True	5	4	-1.2650068548670943	0.7670801730796236	Significant
Scaf4__1	0.0024517804936504	0.0032	True	5	3	-1.8010293268862838	0.33967298771484594	Significant
Mis18bp1__1	0.0024611862909365	0.0032	True	5	3	-1.8915365976113956	0.8750552835655162	Significant
Yipf4__1	0.0024644477398306	0.0032	True	5	3	-1.5965172774711394	0.11737721521286539	Significant
Ndufa6__1	0.0024658981970437	0.0032	True	5	3	-1.2146132071687834	0.7709422494545918	Significant
Cert1__1	0.0024829837210548	0.0033	True	5	3	-1.8283659976873803	0.2644666690833972	Significant
Tmc8__1	0.0024869938246606	0.0033	True	5	3	-1.252220664788297	0.7166433762682956	Significant
Trim37__1	0.0025061007007474	0.0033	True	10	5	-1.00078691190858	0.17861638951255537	Significant
Ndufaf1__1	0.0025165519932254	0.0033	True	5	4	-1.772400992104448	0.23130656341787045	Significant
Scnm1__1	0.0025198281230256	0.0033	True	5	4	-1.4606548738547225	0.3163324038012936	Significant
Gnl3l__1	0.0025317760503031	0.0033	True	5	5	-1.6749703325218288	0.3407896910878674	Significant
Tbc1d20__1	0.0025343440662238	0.0033	True	5	3	-1.7887112218581327	0.5791792032144131	Significant
LOC100759534|LOC100773524|LOC100763630|LOC113832459	0.0025472938746626	0.0033	True	3	3	-2.1685744843291155	0.06344204580998457	Significant
Map3k3__1	0.0025487308398283	0.0033	True	10	5	-0.788891915751391	0.07265937975320963	Significant
Nup42__1	0.0025822915310275	0.0035	True	5	3	-1.321957756308784	1.2453898042526625	Significant
Copz1__1	0.0025822915310275	0.0035	True	5	3	-1.6147412313247598	0.41785615021260386	Significant
Tpx2__1	0.0025975897807958	0.0035	True	5	4	-1.467479043932875	0.03340200555301795	Significant
Ddrgk1__1	0.0025987829653288	0.0035	True	5	3	-1.810052543576157	0.8622328301186853	Significant
Erh__1	0.0026036920622597	0.0035	True	8	4	-0.46694935722906933	0.357123545441611	Significant
Dmxl1__1	0.0026340568386429	0.0035	True	5	4	-1.6565327679733362	0.506729254611463	Significant
Mtss2__1	0.0026444961259714	0.0035	True	5	3	-1.3585599730704447	0.9006839663562322	Significant
Zc3h10__1	0.0026510404886016	0.0035	True	5	4	-1.8676619102625787	0.40034234562828463	Significant
Paip1__1	0.0026601064435029	0.0035	True	5	3	-1.4335568455494518	0.4954630761231093	Significant
Elp5__1	0.0026702840227603	0.0035	True	5	4	-1.4639941263770988	0.2960240456631133	Significant
LOC113837005|LOC100767993	0.0026775036316244	0.0035	True	6	5	-1.198209181983691	0.4518390763916426	Significant
Mtmr9__1	0.0026799931015567	0.0035	True	5	3	-1.5930532775523598	0.4763847150198255	Significant
Vars1__1	0.002681526936461	0.0035	True	5	3	-1.560827597984741	0.7613937918670063	Significant
Rpp40__1	0.0026861319523767	0.0035	True	5	3	-1.7633922589220212	0.454425725031849	Significant
Rbm42__1	0.0026996788662162	0.0035	True	5	4	-2.340675688386074	0.9966438237131767	Significant
Folr1|Numa1	0.0027103438434077	0.0035	True	5	4	-2.1027133627309462	0.4034634145882569	Significant
Vps11__1	0.002713486213851	0.0036	True	5	3	-1.9713195101537226	0.47145554381092347	Significant
Ttll12__1	0.0027134923852807	0.0036	True	5	4	-1.4250736002680897	0.2742330128006281	Significant
Sin3b__1	0.0027169208713614	0.0036	True	5	4	-1.674897580099728	0.43836937299492496	Significant
Nfkb2__1	0.0027295926406098	0.0036	True	5	4	-1.235873234872938	0.2526209565907661	Significant
Pabpn1__1	0.0027378041054832	0.0036	True	5	3	-1.3120766394865495	0.23206254481480063	Significant
Epn2__1	0.0027432229450665	0.0036	True	5	4	-1.3776458027250233	0.3119941001356733	Significant
Ncapg__1	0.0027507666821835	0.0036	True	5	3	-1.7552909706355688	0.5439633818687235	Significant
Eif3k__1	0.0027558067971051	0.0037	True	5	5	-1.6829303376765878	0.4605916588841093	Significant
Tpt1__1	0.0027637346491109	0.0037	True	5	3	-1.4759802743003583	1.0324481638662555	Significant
Sephs2__1	0.0027664004424512	0.0037	True	5	3	-1.7070942431037681	0.6241190193296722	Significant
Top1__1	0.0027730626874352	0.0037	True	5	3	-1.9501500400246339	0.215075149484031	Significant
Serhl2|Rrp7a	0.0027741058433446	0.0037	True	6	4	-1.327818360369314	0.5011705365401696	Significant
Plekhn1__1	0.002780247712447	0.0037	True	5	4	-1.618757488143713	0.6503852238742415	Significant
Ccne1__1	0.0027832079848786	0.0037	True	10	5	-0.4972872820490531	0.1455796502151817	Significant
Slc26a6__1	0.0027837780324605	0.0037	True	5	4	-1.1484023906549767	0.5062316740351669	Significant
Grpel1__1	0.0027860263495477	0.0037	True	5	4	-1.5183616937197355	0.2477116915308826	Significant
Birc5__1	0.0028032877067538	0.0037	True	5	4	-2.1042254612828764	0.6099386167293872	Significant
Irf5__1	0.0028037677841165	0.0037	True	5	3	-1.866671391363943	0.43511704144824614	Significant
Usp16__1	0.0028108267021045	0.0037	True	5	5	-1.741985882851309	0.5341965282792487	Significant
Ccnb1__1	0.0028124653231211	0.0037	True	5	4	-1.4605212592147079	0.6876172361840571	Significant
Oser1__1	0.0028153785787613	0.0037	True	5	4	-1.2771439685932495	0.13565066312549046	Significant
Zmat2__1	0.0028166740852614	0.0037	True	5	4	-1.9285393390016041	0.12400804334497044	Significant
Zc3h4__1	0.0028218605827655	0.0037	True	5	4	-1.635405197412626	0.45025530552596	Significant
Tmx1__1	0.0028364860119161	0.0037	True	5	4	-1.463209569258714	0.1243387783440922	Significant
Nr2c2ap__1	0.0028521490553584	0.0037	True	4	4	-1.367279029793258	0.14151909623844122	Significant
Syvn1__1	0.0028757651368469	0.0037	True	5	4	-1.4541697616692115	0.4427639608375232	Significant
Dnajc6__1	0.002878302542173	0.0037	True	5	3	-1.8630602693174991	0.6303123035381167	Significant
Dync1li1__1	0.0028856483312376	0.0037	True	7	4	-1.0627764727785842	0.34118423924625696	Significant
Abce1__1	0.0028938566676449	0.0037	True	5	4	-2.246036250860121	0.3810562492116291	Significant
Cenpn__1	0.002895887705169	0.0037	True	5	4	-2.1512112819328615	0.13344854778417936	Significant
Prpf8__1	0.002895887705169	0.0037	True	5	4	-1.5416301304565496	0.4105666088934692	Significant
Vps16__1	0.0029549649608344	0.0038	True	6	3	-1.0997549598315712	0.38616320630618833	Significant
Atr__1	0.0029592417626674	0.0038	True	5	4	-2.2324384214403277	0.6414867068838286	Significant
Eaf1__1	0.0029666440693182	0.0038	True	5	4	-1.4779511628359594	0.3082454066551845	Significant
Rab10__1	0.002973867964228	0.0039	True	5	4	-2.2845363983335423	0.21783348158707797	Significant
Trit1__1	0.0029816082303898	0.0039	True	5	3	-1.528188321389344	1.3100612157798184	Significant
Sik2__1	0.0030010304965591	0.0039	True	5	3	-0.985606349427724	0.6666904752399815	Significant
Zc3h13__1	0.0030113779169975	0.0039	True	5	3	-1.9699182915468785	0.762374134786805	Significant
Cmas__1	0.0030150981270252	0.0039	True	5	4	-1.8550664416050757	0.39413013695711424	Significant
LOC100771066__1	0.0030176878228776	0.0039	True	10	5	-0.8030134794268626	0.29696147505255677	Significant
Taf6__1	0.0030676652103491	0.004	True	3	3	-3.3127578538064926	0.4270678034280875	Significant
Ssb__1	0.0030798473612599	0.004	True	5	3	-1.9599917222820602	0.28494007906769225	Significant
Ankrd13d__1	0.0030807337416406	0.004	True	10	5	-0.6524948577277946	0.18715051450941894	Significant
LOC100754771__1	0.0030832136209435	0.004	True	5	3	-1.6380383042881383	0.2844670329392241	Significant
Adss2__1	0.0030946208773301	0.004	True	5	4	-1.9633081734387408	1.163834242860492	Significant
Lrrc75a__1	0.0031034627018308	0.004	True	5	3	-1.1162780141563393	0.25039311067660125	Significant
Srfbp1__1	0.0031061083705983	0.004	True	5	4	-1.6925190099812801	0.35712142354746046	Significant
Rbbp5__1	0.0031082051506417	0.004	True	5	4	-1.4172546622044355	1.0875104265696203	Significant
Slu7__1	0.0031093189210278	0.004	True	5	4	-1.680570300347953	0.5888160078699607	Significant
Snrpb__1	0.003117011223872	0.004	True	5	3	-1.7057017233389329	0.4800416642480798	Significant
LOC100773089|LOC118237656	0.0031263759772015	0.004	True	4	4	-1.6721372428737649	0.2893094343730611	Significant
Znf335__1	0.003129529817624	0.004	True	5	4	-1.3276289628099418	0.2369745637057415	Significant
Actr10__1	0.0031296913208414	0.004	True	5	5	-1.9504035489407028	0.6764811658319689	Significant
Ap5z1__1	0.0031497778642812	0.004	True	10	5	-0.8319377391621139	0.41453762497664004	Significant
Hdgf__1	0.0031520894580934	0.004	True	9	5	-0.8843534805268072	0.2404196566248832	Significant
Hsd17b4__1	0.0031537886032219	0.004	True	5	4	-1.7070942431037681	0.16765222737620958	Significant
Senp6__1	0.0031679160848062	0.004	True	5	4	-1.7486697648485447	0.2539927429659255	Significant
Spop__1	0.0031689720662031	0.004	True	10	5	-0.8281776527973622	0.030697226007005595	Significant
Brix1__1	0.0031752801280356	0.004	True	5	5	-1.7965003463779066	0.7005575795330281	Significant
Ndufb8__1	0.003182090976649	0.0041	True	4	4	-2.629141631510384	0.48603767245395313	Significant
Gramd4__1	0.0031853455939146	0.0041	True	5	3	-1.394764569260317	0.3087942495830867	Significant
Nol8__1	0.0031884851738	0.0041	True	5	4	-1.981967674238902	0.35867353082942566	Significant
LOC100759549__1	0.0032030155807205	0.0043	True	5	3	-1.4919053609319584	0.5826039635443387	Significant
Polr3a__2	0.003204962293927	0.0043	True	7	5	-0.8684746762499123	0.4581067531833473	Significant
Gtpbp4__1	0.0032109407768676	0.0043	True	5	4	-1.3713513479233261	0.20458067919323764	Significant
Psmc6__1	0.0032138219669709	0.0043	True	5	3	-1.2349826124770347	0.31335995291151536	Significant
Rab1a__1	0.0032206008283756	0.0043	True	6	4	-1.297276393171245	0.07313080053536453	Significant
Usp37__1	0.003226821680552	0.0043	True	5	3	-1.7650150713210748	0.2057478348469727	Significant
Pmvk__1	0.003242099693262	0.0044	True	5	5	-2.250823014014184	0.6415641979603932	Significant
Kctd10__1	0.003255257464465	0.0044	True	5	3	-1.4210888572846072	0.49052201076021	Significant
Gmeb1__1	0.003255980843086	0.0044	True	5	3	-1.6232354685182067	0.40172025147769164	Significant
Rfc5__1	0.0032576524430612	0.0044	True	5	4	-1.6852652696160217	0.3183083730504564	Significant
Bap1__1	0.0032739399948976	0.0044	True	5	4	-1.4897921507155247	0.5270277083406019	Significant
Orc6__1	0.0032743489927084	0.0044	True	5	3	-1.8793641445893345	0.6370181154957367	Significant
Ankrd17__1	0.0032888328676007	0.0044	True	5	4	-1.8367550619026702	0.539225069918908	Significant
Sec23b__1	0.0032935655897567	0.0044	True	5	4	-1.4166119389067666	0.15834559021729283	Significant
Fstl3__1	0.003305967628269	0.0044	True	5	4	-1.1650873807900464	0.30651067840946683	Significant
CUNH9orf40__1	0.0033092563753964	0.0044	True	5	4	-1.11341019491565	0.25476794853789925	Significant
LOC100751452__1	0.0033255741423877	0.0045	True	7	5	-0.9246910052697915	0.3183155749424037	Significant
Ccdc115__1	0.0033643969047414	0.0045	True	5	3	-2.3174224735316065	0.0	Significant
Rpl23__1	0.0033704892791148	0.0045	True	5	4	-1.7135856639466167	0.43762659896122585	Significant
LOC118237656__1	0.0033722100520024	0.0045	True	4	4	-2.088749866605853	0.3653461020103715	Significant
Ndufb7__1	0.0033803740826183	0.0047	True	5	4	-1.409347073172914	0.18097353112682887	Significant
Wars1__1	0.0034247913163617	0.0048	True	5	4	-2.0088084691991583	0.4315791644408849	Significant
Saraf__1	0.0034350844196293	0.0048	True	5	3	-1.464634131830691	0.3475644698860101	Significant
Polr2g__1	0.0034428308354745	0.0048	True	5	4	-1.4049205789082153	0.18691376662137246	Significant
Dnajc13__1	0.0034482201948221	0.0048	True	5	3	-1.6812199195634634	0.5416630426316901	Significant
Cenph__1	0.003454141664814	0.0048	True	5	4	-1.403535809981049	0.31434919504754977	Significant
Slc9b2__1	0.0035088220812396	0.0049	True	8	4	-0.3481799479970007	0.22890872453096756	Significant
Kdm2a__1	0.0035107283243144	0.0049	True	5	3	-1.6265750517902502	0.40849551257190164	Significant
Emc7__1	0.0035498879200361	0.0049	True	5	3	-1.0269163593890505	0.3850126848196192	Significant
Pigq__1	0.0035577546193555	0.0049	True	5	3	-1.1774501527585313	0.44349162131506953	Significant
Ctnnbl1__1	0.0035579696084106	0.0049	True	5	4	-1.6172069474087336	0.32927963684374384	Significant
Rfc4__1	0.0035772398009922	0.0049	True	5	3	-1.4503248078385378	0.6317124584632288	Significant
Gbgt1__1	0.0035784701752555	0.0049	True	5	4	-1.3166269194033366	0.13379466195082762	Significant
Mterf3__1	0.0035862292144193	0.0049	True	5	4	-1.7674483897505822	0.745471750345138	Significant
Shq1__1	0.0035986699133358	0.0049	True	5	4	-1.416030814906498	0.8130791578247556	Significant
Vezt__1	0.003613147168891	0.0049	True	5	3	-1.4463278264355397	0.9154479089628157	Significant
Rab1b__1	0.0036192330594498	0.0049	True	5	3	-1.133471833697776	0.19610131453622337	Significant
Ythdc1__1	0.0036342428197731	0.0049	True	5	3	-1.13768823720881	0.3821054435903775	Significant
Eif3l__1	0.0036365786049782	0.0049	True	5	4	-1.3956400725841667	0.2085553962535953	Significant
Morc4__1	0.0036365786049782	0.0049	True	5	4	-1.1626762097558683	0.14609208366622387	Significant
Slc3a2__1	0.0036490103734035	0.0049	True	5	4	-2.191528993294082	0.8401213887739869	Significant
Cept1__1	0.0036564525310639	0.0049	True	5	3	-1.3764935009279151	0.26324751695429005	Significant
Ecd__1	0.0036866634574772	0.0049	True	5	4	-1.7077923717421275	0.9211621624869004	Significant
Taf4__1	0.0036930098560651	0.0049	True	5	4	-1.6955046737865969	0.5063023977906058	Significant
LOC103161710__1	0.003705154431616	0.0049	True	5	3	-1.8901104739661392	0.6014280152639702	Significant
Rps6ka5__1	0.0037336609780429	0.005	True	8	4	-0.8487841626658201	0.4286473816141405	Significant
Zwint__1	0.0037481409295342	0.005	True	5	3	-0.3673029388333572	0.998425815640318	Significant
Sec14l1__1	0.0037488909845488	0.005	True	5	4	-1.3628100150111095	0.17882624766556893	Significant
Prelid3b__1	0.00375290661334	0.005	True	5	4	-1.6704516177749267	0.6176699497814238	Significant
E2f3__1	0.0037657783069571	0.005	True	5	4	-1.792291988222686	0.22290716420154033	Significant
Shroom4__1	0.0038005350657201	0.005	True	5	4	-1.2351437516811918	0.29955715806087724	Significant
LOC113833389__1	0.0038021574926195	0.005	True	5	4	-1.3963011786044441	0.39792066393986136	Significant
Dnaaf2__1	0.0038040344724005	0.005	True	5	3	-1.0571880978152983	0.5313528081782908	Significant
Washc4__1	0.0038110901277809	0.005	True	5	4	-1.4500145791670407	0.5055795155815191	Significant
Spc25__1	0.0038244079879929	0.005	True	5	3	-1.3175906869349392	0.2897588561501312	Significant
Tada2b__1	0.0038249260564706	0.005	True	5	4	-1.734215044068488	0.4799573883780473	Significant
Taf1a__1	0.0038370565455642	0.005	True	5	3	-1.4977051604923013	0.5186413209108461	Significant
Nup58__1	0.0038412518127492	0.005	True	5	4	-1.3746224422827862	0.6741823455551433	Significant
Cops4__1	0.0038507092246603	0.0051	True	5	3	-1.8741147221258052	0.5592672829853428	Significant
Idh3g__1	0.0038624372650139	0.0051	True	5	3	-1.8728105850983172	0.41014246772396507	Significant
Tspan31__1	0.0039128777821797	0.0051	True	5	4	-1.4749106140048702	0.3049819300748023	Significant
Cables2__1	0.0039232505719915	0.0051	True	5	4	-1.5030963107521518	0.2317806601867695	Significant
Hnrnpf__1	0.0039253891733577	0.0051	True	5	3	-1.7167889108543075	0.688852832510927	Significant
Myo1g__1	0.0039353088296389	0.0051	True	5	4	-1.307508579901177	0.11116607884508138	Significant
LOC103158723__1	0.0039544927078639	0.0052	True	6	4	-1.3939607259104618	0.30528214234198475	Significant
Rbm22__1	0.0039616001213709	0.0052	True	5	4	-2.1109129560991504	0.41920624135114876	Significant
Arid4b__1	0.0039695550341013	0.0052	True	5	4	-1.3650593770403927	0.6177092145207962	Significant
Wdr92__1	0.0039850243913053	0.0052	True	5	3	-1.8611384324545415	0.33965783357364937	Significant
Ubap1__1	0.004034474593888	0.0052	True	5	4	-1.6774852061480512	0.2008837879320883	Significant
Ccnd1__1	0.0040361713553381	0.0052	True	5	4	-2.070126720959458	0.630890449790944	Significant
Ube2q1__1	0.0040487929545575	0.0052	True	5	3	-1.5769241657919282	0.39309651613839985	Significant
Pggt1b__1	0.004050972159063	0.0052	True	5	3	-1.216172200533	0.5984303765277305	Significant
Dnaaf5__1	0.0040674983282793	0.0052	True	5	3	-1.2338541139127792	0.9674668562822872	Significant
Becn1__1	0.0040730704743288	0.0052	True	5	3	-1.475980274300359	0.14465449404780414	Significant
Prdx2__1	0.0040771261389435	0.0052	True	5	3	-1.6265634229990953	0.1334045479458735	Significant
LOC107977585|LOC113837470	0.004082186567527	0.0052	True	5	4	-1.3963948654533054	0.4563305779496992	Significant
Xrcc2__1	0.004082186567527	0.0052	True	5	4	-1.358263319947031	0.6281626040980706	Significant
Slc25a27__1	0.0040851825498365	0.0052	True	5	4	-1.4135269193790598	0.09760039073535498	Significant
Tert__1	0.004110499974708	0.0052	True	5	4	-1.457176068168153	0.17674086592653235	Significant
Tm2d3__1	0.0041122180515985	0.0052	True	5	3	-1.282999791322064	0.22226585741763388	Significant
Sap18__1	0.0041406900216668	0.0052	True	5	4	-1.3818484668974547	0.4964364371723014	Significant
Arl14ep__1	0.0041434085315026	0.0052	True	5	3	-1.3922966151846738	0.4568017231325482	Significant
Osm__1	0.0041536793929889	0.0054	True	5	4	-1.4003400751833808	0.45620713770070276	Significant
Rpl36al__1	0.0041606195408383	0.0054	True	6	4	-1.1613923652869358	0.23607452208708343	Significant
LOC100753355__1	0.0041675683819822	0.0054	True	5	4	-1.2111755863048224	0.2599382416174197	Significant
Pomp__1	0.004174756330346	0.0054	True	5	3	-1.2193021291676058	0.4836723942168004	Significant
Prr5l__1	0.004180509512446	0.0054	True	10	5	-0.6345336466667348	0.22403631904033394	Significant
Stt3a__1	0.0041974657439703	0.0054	True	5	3	-1.8415215564022231	0.6165443206094614	Significant
Orc2__1	0.0042104054336217	0.0055	True	5	3	-2.268445385201983	0.6172816510007876	Significant
Galk1__1	0.0042164542921657	0.0055	True	5	4	-1.3007389416893071	0.4530689874901791	Significant
Pnn__1	0.0042177709528132	0.0055	True	5	3	-1.4242048371025733	0.7901967061766787	Significant
Alad__1	0.004226375895615	0.0055	True	5	4	-2.3763370355669853	0.4612384456458254	Significant
Tns1__1	0.0042481072352815	0.0055	True	6	4	-1.1825987536749996	0.2737542633677432	Significant
Tnrc6a__1	0.0042520763467658	0.0055	True	5	4	-1.2543508603696485	0.5538326634798204	Significant
Mrps9__1	0.0042697475979756	0.0055	True	5	3	-1.3814864262932267	0.4650690424722849	Significant
Aqr__1	0.0042741776378683	0.0055	True	5	4	-1.4725742713299639	0.5216454962757554	Significant
Ankrd11__1	0.0042833594041767	0.0055	True	5	3	-1.374484271892115	0.12522719486872594	Significant
